OBJECTID,Damage_Status,STREET,PRE_DIR,PRE_TYPE,NAME,TYPE,SUF_DIR,ALIAS1,ALIAS1_TYP,ALIAS2,ALIAS2_TYP,NAME_ACCUR,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,ADD_ACCUR,SOURCE_DAT,DATA_SECUR,DISTRIBUTI,LOADDATE,QUALITY,SCALE,CO_NAME,MDEM_ID,Shape_Leng,Z_Mean,Z_Min,Z_Max,Avg_Slope,Min_Slope,Max_Slope,Nearest_Gauge,Max_Height,Return_Period,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Mean,Rel_Elev_Min,Rel_Elev_Max,Longitude,Latitude,Distance_to_Coast_m,Inundation_Duration_Min
9659,No Damage,EDGEWATER DR,,,EDGEWATER,DR,,,,,,2,101,119,100,118,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,129.163257,4.87163935,3.833333254,5.45666647,1.525104007,0.131378233,3.847967625,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1492.78,3.08663935,2.048333254,3.67166647,-88.9860924,30.39040457,94.0713934,0
14321,No Damage,MARSHALL RD,,,MARSHALL,RD,,,,,,2,2549,2561,2548,2560,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,115.6904588,5.224025872,4.984000206,5.496666431,1.17737749,0.118774228,2.753712416,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1553.78,3.439025872,3.199000206,3.711666431,-88.9868799,30.39089409,219.7247511,0
12458,No Damage,KENMORE AVE,,,KENMORE,AVE,,,,,,2,121,133,120,132,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,93.8451317,5.500850402,5.274000168,5.855999947,1.151379724,0.063478015,3.709872007,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1529.78,3.715850402,3.489000168,4.070999947,-88.9865208,30.39124841,222.908541,0
5640,No Damage,KENMORE AVE,,,KENMORE,AVE,,,,,,2,135,159,134,158,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,202.5069226,5.883707788,5.584000111,6.300000191,1.575745888,0.170495927,4.928200245,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1451.78,4.098707788,3.799000111,4.515000191,-88.9873297,30.39192245,289.2908232,0
10135,No Damage,BARQ AVE,,,BARQ,AVE,,,,,,2,133,133,132,132,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,66.67204642,5.633577464,5.474999905,5.847142696,1.292109694,0.076029643,3.720263958,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1501.78,3.848577464,3.689999905,4.062142696,-88.9865172,30.3915242,284.2215116,0
18631,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,0,0,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,459.352691,3.01327207,2.609999895,3.563333273,2.181684219,0.097501472,5.732153416,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1598.78,1.22827207,0.824999895,1.778333273,-88.9835682,30.38982021,70.63008441,0
15696,No Damage,MARSHALL RD,,,MARSHALL,RD,,,,,,2,2521,2539,2520,2538,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,109.1020774,5.363369953,5.119999886,6.090000153,1.695719847,0.216874823,6.034426689,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1566.78,3.578369953,3.334999886,4.305000153,-88.9851541,30.39099477,216.0164174,0
17705,No Damage,BALMORAL AVE,,,BALMORAL,AVE,,,,,,2,121,129,120,128,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,92.32705974,5.568105233,5.132999897,5.896666527,1.309954809,0.068062425,3.875493288,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1589.78,3.783105233,3.347999897,4.111666527,-88.985627,30.39122521,226.1428682,0
15527,No Damage,BALMORAL AVE,,,BALMORAL,AVE,,,,,,2,131,179,130,178,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,326.8721613,5.90026096,5.647999763,6.260000229,1.423221002,0.106001638,3.455538273,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1564.78,4.11526096,3.862999763,4.475000229,-88.9850231,30.39210604,294.1775256,0
8706,No Damage,BARQ AVE,,,BARQ,AVE,,,,,,2,135,135,134,134,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,89.11354995,5.656501476,5.489999771,5.843333244,1.028825682,0.076029643,2.875191212,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1486.78,3.871501476,3.704999771,4.058333244,-88.9857604,30.39153938,284.2215116,0
5447,No Damage,EDGEWATER DR,,,EDGEWATER,DR,,,,,,2,131,169,130,168,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,200.0395322,5.801080366,5.539999962,6.122499943,1.557508566,0.076029643,4.939352989,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1447.78,4.016080366,3.754999962,4.337499943,-88.9862434,30.39205257,284.2215116,0
15611,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,2470,2500,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,210.8407279,3.832278036,3.386666775,4.409999847,2.75620435,0.238820449,5.565871716,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1565.78,2.047278036,1.601666775,2.624999847,-88.9823289,30.39004698,83.06526019,0
9200,No Damage,BRIARFIELD AVE,,,BRIARFIELD,AVE,,,,,,2,101,139,100,138,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,238.709821,5.021582726,3.677999973,5.78249979,1.432738321,0.045488313,3.46165204,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1490.78,3.236582726,1.892999973,3.99749979,-88.9812793,30.39110553,84.75398447,0
15871,No Damage,GRANDVIEW DR,,,GRANDVIEW,DR,,,,,,3,0,0,0,0,6,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,672.8658908,5.385275191,3.803999901,6.769999981,1.500654325,0.037976243,4.431031227,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1569.78,3.600275191,2.018999901,4.984999981,-88.9835038,30.39134049,88.75598743,0
12034,No Damage,BEACON PL,,,BEACON,PL,,,,,,2,2459,2469,2458,2470,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,101.4254847,5.553516066,5.320000172,5.782000065,1.147948642,0.107246369,2.746600389,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1523.78,3.768516066,3.535000172,3.997000065,-88.9808571,30.39214343,280.7029992,0
16198,No Damage,BRIARFIELD AVE,,,BRIARFIELD,AVE,,,,,,2,141,159,140,158,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,152.3924374,5.890731767,5.662499905,6.146666527,1.467087689,0.239196315,2.818307638,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1572.78,4.105731767,3.877499905,4.361666527,-88.9812752,30.39269507,323.4096744,0
7584,No Damage,PINE GROVE AVE,,,PINE GROVE,AVE,,,,,,2,123,129,122,128,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,29.53705194,5.444942507,5.320000172,5.578000069,1.020226256,0.248431563,2.508684397,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1474.78,3.659942507,3.535000172,3.793000069,-88.980339,30.39207157,280.7029992,0
16177,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,0,0,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,89.13761002,3.155747881,2.875999928,3.516000032,1.920492584,0.122950822,4.087141991,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1571.78,1.370747881,1.090999928,1.731000032,-88.9806305,30.39008087,72.24908641,0
5479,No Damage,OAKMONT PL,,,OAKMONT,PL,,,,,,2,101,119,100,118,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,139.2144216,4.940736036,3.190000057,5.989999771,2.049680826,0.368721187,8.008415222,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1448.78,3.155736036,1.405000057,4.204999771,-88.9770368,30.3913317,91.76529032,0
15221,No Damage,BEACON PL,,,BEACON,PL,,,,,,2,2467,2469,2466,2468,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,91.94450488,5.619468911,5.434000015,5.792500019,0.750561478,0.011143099,1.963671923,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1563.78,3.834468911,3.649000015,4.007500019,-88.9799843,30.39217283,290.2629694,0
19130,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,2260,2292,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,301.7678533,3.136720928,2.744999886,3.575999975,1.798767349,0.094558053,8.353281975,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1601.78,1.351720928,0.959999886,1.790999975,-88.9711902,30.39168546,87.8312209,0
7156,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,78.65130083,4.104492849,2.412499905,5.223333359,2.061346246,0.142070264,5.851160526,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1467.78,2.319492849,0.627499905,3.438333359,-88.9639576,30.39230512,84.59776817,0
18674,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,1954,2062,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,669.6694654,2.894844181,2.377500057,4.087500095,1.53437525,0.01772932,6.114450932,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1599.78,1.109844181,0.592500057,2.302500095,-88.9567982,30.39247002,91.49520716,0
14256,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,0,0,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,247.9668276,2.753935085,2.355000019,3.190000057,2.038448757,0.15870133,6.266238213,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1962.78,0.968935085,0.570000019,1.405000057,-88.9211054,30.39436974,72.02133306,0
10127,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,1830,1900,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,430.7426784,4.648578599,3.920000076,5.157999992,1.934555079,0.105018407,5.844844341,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1618.78,2.863578599,2.135000076,3.372999992,-88.9494355,30.39357075,202.203308,0
16266,No Damage,RODENGERG AVE,,,RODENBERG,AVE,,,,,,2,101,199,100,198,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,444.4976369,5.931491787,2.50333333,7.005000114,1.803788816,0.137250945,5.16169548,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1987.78,4.146491787,0.71833333,5.220000114,-88.9384822,30.39496769,141.9425011,0
5854,No Damage,SYLVANIA ST,,,SYLVANIA,ST,,,,,,2,101,199,100,198,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,86.33006469,2.964006849,2.002500057,3.976666689,1.927544179,0.217092037,4.918525696,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1854.78,1.179006849,0.217500057,2.191666689,-88.9307992,30.39386211,78.44322039,0
13259,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,1442,1468,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,238.4261025,4.832164477,4.070000172,5.440000057,2.834486733,0.280891389,9.267972946,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1944.78,3.047164477,2.285000172,3.655000057,-88.9241305,30.39448192,104.3270851,0
13049,No Damage,FATHER RYAN AVE,,,FATHER RYAN,AVE,,,,,,2,1361,1449,1360,1450,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,543.30224,7.418901645,6.934999943,7.881428719,0.793058434,0.00178951,2.208323479,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1942.78,5.633901645,5.149999943,6.096428719,-88.9206029,30.39644054,288.4128211,0
9964,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,1303,1327,0,0,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,161.5676517,2.992231779,2.696666718,3.674999952,2.701350097,0.304630011,6.332257271,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1911.78,1.207231779,0.911666718,1.889999952,-88.9152053,30.3947271,76.22088053,0
16633,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,1330,1356,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,166.9190921,3.658802229,3.109999895,4.526666641,2.41520958,0.045063946,7.246868134,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1995.78,1.873802229,1.324999895,2.741666641,-88.9168176,30.39478452,87.32590296,0
17777,No Damage,ST FRANCIS ST,,,ST FRANCIS,ST,,,,,,2,101,155,100,154,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,201.4528946,5.503975787,3.109999895,7.377142906,2.542628696,0.045063946,5.520688057,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,2013.78,3.718975787,1.324999895,5.592142906,-88.9177935,30.39561292,87.34203031,0
6701,No Damage,ST PAUL ST,,,ST PAUL,ST,,,,,,2,101,139,100,138,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,186.3890745,6.451222817,3.907999992,7.452000141,2.051577741,0.094106793,5.248720646,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1870.78,4.666222817,2.122999992,5.667000141,-88.916056,30.39563565,91.55252534,0
5716,No Damage,ST JUDE ST,,,ST JUDE,ST,,,,,,2,101,149,100,148,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,193.6756962,6.165611292,3.028000116,7.690000057,1.831666092,0.247839227,6.957386494,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1852.78,4.380611292,1.243000116,5.905000057,-88.9143257,30.3957092,103.9629581,0
11729,No Damage,FATHER RYAN AVE,,,FATHER RYAN,AVE,,,,,,2,1301,1329,0,0,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,166.188632,7.494654703,7.03000021,7.800000191,0.806800673,0.094106793,2.197042942,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1931.78,5.709654703,5.24500021,6.015000191,-88.9151462,30.39654255,277.9007762,0
14419,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,1159,1197,0,0,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,209.1323132,2.630417179,2.154999971,2.974999905,1.244445727,0.084246024,3.090703249,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1967.78,0.845417179,0.369999971,1.189999905,-88.9078042,30.39462648,80.56197118,0
5515,No Damage,MORRISON AVE,,,MORRISON,AVE,,,,,,2,101,149,100,148,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,261.6430002,6.371829529,2.815000057,7.647500038,1.813119926,0.061772417,9.875370026,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1848.78,4.586829529,1.030000057,5.862500038,-88.9100383,30.39586017,114.5807733,0
19785,No Damage,CALDWELL AVE,,,CALDWELL,AVE,,,,,,2,101,149,100,148,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,189.8112525,6.405117008,3.443333387,7.523333549,2.033727408,0.15477249,8.369317055,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,2040.78,4.620117008,1.658333387,5.738333549,-88.9089616,30.39578291,119.5004814,0
8398,No Damage,FATHER RYAN AVE,,,FATHER RYAN,AVE,,,,,,2,1171,1199,1170,1198,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,103.8478493,6.418264929,5.432499886,7.340000153,2.680063036,0.713419795,6.760583401,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1890.78,4.633264929,3.647499886,5.555000153,-88.9094781,30.39661103,306.5806023,0
8301,No Damage,CALDWELL AVE,,,CALDWELL,AVE,,,,,,2,151,199,150,200,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,194.1249194,6.307499997,5.380000114,7.733333111,2.048760292,0.139346614,4.703981876,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1886.78,4.522499997,3.595000114,5.948333111,-88.9089594,30.397044,308.723481,0
20016,No Damage,MORRISON AVE,,,MORRISON,AVE,,,,,,2,151,221,150,220,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,193.7887573,6.314667112,5.630000114,7.340000153,1.922382168,0.314480603,4.832384109,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,2045.78,4.529667112,3.845000114,5.555000153,-88.9100532,30.39698245,309.1112973,0
17525,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,1097,1155,0,0,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,208.9241555,2.791439968,1.980000019,3.067500114,1.98733164,0.128180057,8.034477234,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,2009.78,1.006439968,0.195000019,1.282500114,-88.9046207,30.39464802,87.92067939,0
8315,No Damage,AZALEA DR,,,AZALEA,DR,,,,,,2,101,189,100,190,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,364.7972968,5.920789563,4.255000114,7.285999775,2.36941148,0.031127259,7.495107174,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1887.78,4.135789563,2.470000114,5.500999775,-88.9044375,30.39618794,120.8911733,0
13305,No Damage,GILL AVE,,,GILL,AVE,,,,,,2,101,135,100,134,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,172.0281576,4.754638599,3.460000038,5.736000061,3.735853591,0.096029542,9.452147484,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1946.78,2.969638599,1.675000038,3.951000061,-88.9035289,30.39560833,115.5312076,0
13636,No Damage,BOLTON LN,,,BOLTON,LN,,,,,,2,1061,1099,1060,1100,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,165.1881823,5.124952413,2.769999981,6.527999878,3.615479237,0.190926388,9.562189102,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1954.78,3.339952413,0.984999981,4.742999878,-88.9026998,30.39636431,287.2139934,0
16396,No Damage,GILL AVE,,,GILL,AVE,,,,,,2,137,181,136,180,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,194.2503589,5.248669323,3.380000114,7.525000095,2.314390031,0.209528118,5.896289825,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1989.78,3.463669323,1.595000114,5.740000095,-88.9035582,30.39685124,287.2139934,0
16701,No Damage,PORTER AVE,,,PORTER,AVE,,,,,,2,145,157,144,156,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,42.11527557,6.59651755,6.223333359,6.858833313,1.198385553,0.086070843,4.032603264,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1997.78,4.81151755,4.438333359,5.073833313,-88.90183,30.39658117,306.7720861,0
14004,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,1045,1095,0,0,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,171.511952,2.663978383,2.153333426,3.297499895,2.005909314,0.134434655,7.908806801,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1959.78,0.878978383,0.368333426,1.512499895,-88.9026412,30.39454561,91.73450907,0
16409,No Damage,LESTRADE PL,,,LESTRADE,PL,,,,,,2,131,155,130,156,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,62.1999678,6.593429982,5.364999771,7.139999866,1.981010899,0.27227667,7.278060913,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1991.78,4.808429982,3.579999771,5.354999866,-88.9015171,30.39604825,270.7253308,0
9036,No Damage,BENACHI AVE,,,BENACHI,AVE,,,,,,2,101,185,100,184,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,406.6982585,6.333096492,2.371999979,7.510000229,1.887085531,0.089525774,10.583148,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1898.78,4.548096492,0.586999979,5.725000229,-88.8996491,30.39585013,108.6945901,0
7446,No Damage,LESTRADE PL,,,LESTRADE,PL,,,,,,2,137,155,136,156,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,79.9650601,7.275532831,7.070000172,7.406666756,0.636429667,0.138938844,1.922436118,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1878.78,5.490532831,5.285000172,5.621666756,-88.9011761,30.39640885,285.6545305,0
14407,No Damage,SUTER PL,,,SUTER,PL,,,,,,2,101,179,100,180,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,390.1870525,5.42303929,2.192500114,6.690000057,1.575608639,0.115215898,5.196709156,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1966.78,3.63803929,0.407500114,4.905000057,-88.898612,30.39585495,103.5012737,0
18119,No Damage,OAK GROVE PL,,,OAK GROVE,PL,,,,,,2,129,175,128,176,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,207.5351218,5.745001802,4.635000229,6.659999847,1.9136668,0.250725567,4.554278851,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1830.78,3.960001802,2.850000229,4.874999847,-88.8979359,30.39660364,275.0717093,0
